notch,notchdesc,srg,srgdesc,mcp,mcpdesc
bte/b,(Ljava/lang/String;)Ljava/lang/String;,net/minecraft/client/multiplayer/ThreadLanServerPing/func_77523_b,(Ljava/lang/String;)Ljava/lang/String;,net/minecraft/client/multiplayer/ThreadLanServerPing/getAdFromPingResponse,(Ljava/lang/String;)Ljava/lang/String;
wp/b,(ZI)V,net/minecraft/entity/passive/EntitySheep/func_70628_a,(ZI)V,net/minecraft/entity/passive/EntitySheep/dropFewItems,(ZI)V
xc/as,()V,net/minecraft/entity/boss/EntityWither/func_70110_aj,()V,net/minecraft/entity/boss/EntityWither/setInWeb,()V
bo/a,()I,net/minecraft/command/CommandSetPlayerTimeout/func_82362_a,()I,net/minecraft/command/CommandSetPlayerTimeout/getRequiredPermissionLevel,()I
ms/a,(Lapu;II)V,net/minecraft/world/gen/ChunkProviderServer/func_73153_a,(Lnet/minecraft/world/chunk/IChunkProvider;II)V,net/minecraft/world/gen/ChunkProviderServer/populate,(Lnet/minecraft/world/chunk/IChunkProvider;II)V
aku/e,()Lrf;,net/minecraft/block/BlockEndPortalFrame/func_150021_e,()Lnet/minecraft/util/IIcon;,net/minecraft/block/BlockEndPortalFrame/getIconEndPortalFrameEye,()Lnet/minecraft/util/IIcon;
ahb/c,(IIILaji;)V,net/minecraft/world/World/func_147444_c,(IIILnet/minecraft/block/Block;)V,net/minecraft/world/World/notifyBlockChange,(IIILnet/minecraft/block/Block;)V
mt/b,(Lsa;)V,net/minecraft/world/WorldServer/func_72847_b,(Lnet/minecraft/entity/Entity;)V,net/minecraft/world/WorldServer/onEntityRemoved,(Lnet/minecraft/entity/Entity;)V
aen/h,(I)I,net/minecraft/potion/PotionHelper/func_77907_h,(I)I,net/minecraft/potion/PotionHelper/countSetFlags,(I)I
ahb/b,(Lahn;IIII)V,net/minecraft/world/World/func_72915_b,(Lnet/minecraft/world/EnumSkyBlock;IIII)V,net/minecraft/world/World/setLightValue,(Lnet/minecraft/world/EnumSkyBlock;IIII)V
xc/bZ,()V,net/minecraft/entity/boss/EntityWither/func_82206_m,()V,net/minecraft/entity/boss/EntityWither/func_82206_m,()V
avc/b,(Lauz;Ljava/util/List;Ljava/util/Random;II)Lavk;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_74989_b,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/getNextComponentX,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;
sv/o,(I)Ljava/lang/String;,net/minecraft/entity/EntityLivingBase/func_146067_o,(I)Ljava/lang/String;,net/minecraft/entity/EntityLivingBase/func_146067_o,(I)Ljava/lang/String;
akn/a,(Lahb;IIILyz;)V,net/minecraft/block/BlockDoor/func_149699_a,(Lnet/minecraft/world/World;IIILnet/minecraft/entity/player/EntityPlayer;)V,net/minecraft/block/BlockDoor/onBlockClicked,(Lnet/minecraft/world/World;IIILnet/minecraft/entity/player/EntityPlayer;)V
te/a,(II)V,net/minecraft/entity/DataWatcher/func_82709_a,(II)V,net/minecraft/entity/DataWatcher/addObjectByDataType,(II)V
anf/e,()Lakj;,net/minecraft/block/BlockRedstoneRepeater/func_149906_e,()Lnet/minecraft/block/BlockRedstoneDiode;,net/minecraft/block/BlockRedstoneRepeater/getBlockPowered,()Lnet/minecraft/block/BlockRedstoneDiode;
dp/b,()Ldy;,net/minecraft/nbt/NBTTagInt/func_74737_b,()Lnet/minecraft/nbt/NBTBase;,net/minecraft/nbt/NBTTagInt/copy,()Lnet/minecraft/nbt/NBTBase;
buo/b,(Ljava/lang/String;)V,net/minecraft/client/stream/TwitchStream/func_152917_b,(Ljava/lang/String;)V,net/minecraft/client/stream/TwitchStream/func_152917_b,(Ljava/lang/String;)V
bci/a,(IIIIII)Z,net/minecraft/client/gui/GuiListExtended$IGuiListEntry/func_148278_a,(IIIIII)Z,net/minecraft/client/gui/GuiListExtended$IGuiListEntry/mousePressed,(IIIIII)Z
avc/a,(Lauz;Ljava/util/List;Ljava/util/Random;II)Lavk;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_74986_a,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/getNextComponentNormal,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;
zn/a,(Lazu;)V,net/minecraft/entity/item/EntityExpBottle/func_70184_a,(Lnet/minecraft/util/MovingObjectPosition;)V,net/minecraft/entity/item/EntityExpBottle/onImpact,(Lnet/minecraft/util/MovingObjectPosition;)V
cr/a,(I)Lcr;,net/minecraft/util/EnumFacing/func_82600_a,(I)Lnet/minecraft/util/EnumFacing;,net/minecraft/util/EnumFacing/getFront,(I)Lnet/minecraft/util/EnumFacing;
bal/compareTo,(Ljava/lang/Object;)I,net/minecraft/client/settings/KeyBinding/compareTo,(Ljava/lang/Object;)I,net/minecraft/client/settings/KeyBinding/compareTo,(Ljava/lang/Object;)I
atx/b,(II)Lavm;,net/minecraft/world/gen/structure/MapGenScatteredFeature/func_75049_b,(II)Lnet/minecraft/world/gen/structure/StructureStart;,net/minecraft/world/gen/structure/MapGenScatteredFeature/getStructureStart,(II)Lnet/minecraft/world/gen/structure/StructureStart;
bua/s,()Ltv/twitch/broadcast/IngestServer;,net/minecraft/client/stream/BroadcastController/func_152833_s,()Ltv/twitch/broadcast/IngestServer;,net/minecraft/client/stream/BroadcastController/func_152833_s,()Ltv/twitch/broadcast/IngestServer;
bci/b,(IIIIII)V,net/minecraft/client/gui/GuiListExtended$IGuiListEntry/func_148277_b,(IIIIII)V,net/minecraft/client/gui/GuiListExtended$IGuiListEntry/mouseReleased,(IIIIII)V
bat/call,()Ljava/lang/Object;,net/minecraft/client/Minecraft$13/call,()Ljava/lang/Object;,net/minecraft/client/Minecraft$13/call,()Ljava/lang/Object;
atl/a,(Lavk;Ljava/util/List;Ljava/util/Random;)V,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Entrance/func_74861_a,(Lnet/minecraft/world/gen/structure/StructureComponent;Ljava/util/List;Ljava/util/Random;)V,net/minecraft/world/gen/structure/StructureNetherBridgePieces$Entrance/buildComponent,(Lnet/minecraft/world/gen/structure/StructureComponent;Ljava/util/List;Ljava/util/Random;)V
bsz/call,()Ljava/lang/Object;,net/minecraft/server/integrated/IntegratedServer$2/call,()Ljava/lang/Object;,net/minecraft/server/integrated/IntegratedServer$2/call,()Ljava/lang/Object;
net/minecraft/server/MinecraftServer/a,(Lnet/minecraft/server/MinecraftServer;)Loi;,net/minecraft/server/MinecraftServer/access$100,(Lnet/minecraft/server/MinecraftServer;)Lnet/minecraft/server/management/ServerConfigurationManager;,net/minecraft/server/MinecraftServer/access$100,(Lnet/minecraft/server/MinecraftServer;)Lnet/minecraft/server/management/ServerConfigurationManager;
apr/a,(ILjava/util/Random;I)Ladb;,net/minecraft/block/BlockPistonMoving/func_149650_a,(ILjava/util/Random;I)Lnet/minecraft/item/Item;,net/minecraft/block/BlockPistonMoving/getItemDropped,(ILjava/util/Random;I)Lnet/minecraft/item/Item;
bop/a,(Lsv;FFF)V,net/minecraft/client/renderer/entity/RenderPlayer/func_77043_a,(Lnet/minecraft/entity/EntityLivingBase;FFF)V,net/minecraft/client/renderer/entity/RenderPlayer/rotateCorpse,(Lnet/minecraft/entity/EntityLivingBase;FFF)V
sg/a,(ILahb;)Lsa;,net/minecraft/entity/EntityList/func_75616_a,(ILnet/minecraft/world/World;)Lnet/minecraft/entity/Entity;,net/minecraft/entity/EntityList/createEntityByID,(ILnet/minecraft/world/World;)Lnet/minecraft/entity/Entity;
ajq/a,(ILjava/util/Random;I)Ladb;,net/minecraft/block/BlockBrewingStand/func_149650_a,(ILjava/util/Random;I)Lnet/minecraft/item/Item;,net/minecraft/block/BlockBrewingStand/getItemDropped,(ILjava/util/Random;I)Lnet/minecraft/item/Item;
blo/a,(Lsv;)V,net/minecraft/client/renderer/WorldRenderer/func_147892_a,(Lnet/minecraft/entity/EntityLivingBase;)V,net/minecraft/client/renderer/WorldRenderer/updateRenderer,(Lnet/minecraft/entity/EntityLivingBase;)V
avc/c,(Lauz;Ljava/util/List;Ljava/util/Random;II)Lavk;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/func_74987_c,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold/getNextComponentZ,(Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/world/gen/structure/StructureComponent;
azz/f,()Lbac;,net/minecraft/scoreboard/Score/func_96650_f,()Lnet/minecraft/scoreboard/Scoreboard;,net/minecraft/scoreboard/Score/getScoreScoreboard,()Lnet/minecraft/scoreboard/Scoreboard;
ej/channelRead0,(Lio/netty/channel/ChannelHandlerContext;Ljava/lang/Object;)V,net/minecraft/network/NetworkManager/channelRead0,(Lio/netty/channel/ChannelHandlerContext;Ljava/lang/Object;)V,net/minecraft/network/NetworkManager/channelRead0,(Lio/netty/channel/ChannelHandlerContext;Ljava/lang/Object;)V
mr/b,(Lmr;)Ljava/util/List;,net/minecraft/server/management/PlayerManager$PlayerInstance/access$600,(Lnet/minecraft/server/management/PlayerManager$PlayerInstance;)Ljava/util/List;,net/minecraft/server/management/PlayerManager$PlayerInstance/access$600,(Lnet/minecraft/server/management/PlayerManager$PlayerInstance;)Ljava/util/List;
app/a,(Lahb;IIILsv;)I,net/minecraft/block/BlockPistonBase/func_150071_a,(Lnet/minecraft/world/World;IIILnet/minecraft/entity/EntityLivingBase;)I,net/minecraft/block/BlockPistonBase/determineOrientation,(Lnet/minecraft/world/World;IIILnet/minecraft/entity/EntityLivingBase;)I
ald/e,(Lahb;III)Lapf;,net/minecraft/block/BlockFlowerPot/func_149929_e,(Lnet/minecraft/world/World;III)Lnet/minecraft/tileentity/TileEntityFlowerPot;,net/minecraft/block/BlockFlowerPot/func_149929_e,(Lnet/minecraft/world/World;III)Lnet/minecraft/tileentity/TileEntityFlowerPot;
agg/b,(I)I,net/minecraft/enchantment/EnchantmentLootBonus/func_77317_b,(I)I,net/minecraft/enchantment/EnchantmentLootBonus/getMaxEnchantability,(I)I
bdg/a,(CI)V,net/minecraft/client/gui/GuiScreenAddServer/func_73869_a,(CI)V,net/minecraft/client/gui/GuiScreenAddServer/keyTyped,(CI)V
blo/b,(Lsv;)V,net/minecraft/client/renderer/WorldRenderer/func_147889_b,(Lnet/minecraft/entity/EntityLivingBase;)V,net/minecraft/client/renderer/WorldRenderer/updateRendererSort,(Lnet/minecraft/entity/EntityLivingBase;)V
ata/a,(Lavk;Ljava/util/List;Ljava/util/Random;)V,net/minecraft/world/gen/structure/StructureMineshaftPieces$Room/func_74861_a,(Lnet/minecraft/world/gen/structure/StructureComponent;Ljava/util/List;Ljava/util/Random;)V,net/minecraft/world/gen/structure/StructureMineshaftPieces$Room/buildComponent,(Lnet/minecraft/world/gen/structure/StructureComponent;Ljava/util/List;Ljava/util/Random;)V
bnd/a,(Lsa;DDDFF)V,net/minecraft/client/renderer/entity/RenderBlaze/func_76986_a,(Lnet/minecraft/entity/Entity;DDDFF)V,net/minecraft/client/renderer/entity/RenderBlaze/doRender,(Lnet/minecraft/entity/Entity;DDDFF)V
akn/a,(Lahl;III)V,net/minecraft/block/BlockDoor/func_149719_a,(Lnet/minecraft/world/IBlockAccess;III)V,net/minecraft/block/BlockDoor/setBlockBoundsBasedOnState,(Lnet/minecraft/world/IBlockAccess;III)V
bco/a,(IIII)V,net/minecraft/client/gui/GuiStreamIndicator/func_152436_a,(IIII)V,net/minecraft/client/gui/GuiStreamIndicator/func_152436_a,(IIII)V
avk/a,(Lahb;Lasv;IIIIIILaji;ILaji;IZ)V,net/minecraft/world/gen/structure/StructureComponent/func_151556_a,(Lnet/minecraft/world/World;Lnet/minecraft/world/gen/structure/StructureBoundingBox;IIIIIILnet/minecraft/block/Block;ILnet/minecraft/block/Block;IZ)V,net/minecraft/world/gen/structure/StructureComponent/fillWithMetadataBlocks,(Lnet/minecraft/world/World;Lnet/minecraft/world/gen/structure/StructureBoundingBox;IIIIIILnet/minecraft/block/Block;ILnet/minecraft/block/Block;IZ)V
net/minecraft/realms/RealmsButton/getWidth,()I,net/minecraft/realms/RealmsButton/getWidth,()I,net/minecraft/realms/RealmsButton/getWidth,()I
blm/b,(Lrf;)Lrf;,net/minecraft/client/renderer/RenderBlocks/func_147758_b,(Lnet/minecraft/util/IIcon;)Lnet/minecraft/util/IIcon;,net/minecraft/client/renderer/RenderBlocks/getIconSafe,(Lnet/minecraft/util/IIcon;)Lnet/minecraft/util/IIcon;
sv/b,(Lsv;)V,net/minecraft/entity/EntityLivingBase/func_70604_c,(Lnet/minecraft/entity/EntityLivingBase;)V,net/minecraft/entity/EntityLivingBase/setRevengeTarget,(Lnet/minecraft/entity/EntityLivingBase;)V
bfk/a,(Lzs;ILadd;)V,net/minecraft/client/gui/inventory/CreativeCrafting/func_71111_a,(Lnet/minecraft/inventory/Container;ILnet/minecraft/item/ItemStack;)V,net/minecraft/client/gui/inventory/CreativeCrafting/sendSlotContents,(Lnet/minecraft/inventory/Container;ILnet/minecraft/item/ItemStack;)V
net/minecraft/realms/RealmsSliderButton/renderBg,(II)V,net/minecraft/realms/RealmsSliderButton/renderBg,(II)V,net/minecraft/realms/RealmsSliderButton/renderBg,(II)V
anf/i,()Lakj;,net/minecraft/block/BlockRedstoneRepeater/func_149898_i,()Lnet/minecraft/block/BlockRedstoneDiode;,net/minecraft/block/BlockRedstoneRepeater/getBlockUnpowered,()Lnet/minecraft/block/BlockRedstoneDiode;
apq/a,(II)Lrf;,net/minecraft/block/BlockPistonExtension/func_149691_a,(II)Lnet/minecraft/util/IIcon;,net/minecraft/block/BlockPistonExtension/getIcon,(II)Lnet/minecraft/util/IIcon;
net/minecraft/server/MinecraftServer/E,()[Ljava/lang/String;,net/minecraft/server/MinecraftServer/func_71213_z,()[Ljava/lang/String;,net/minecraft/server/MinecraftServer/getAllUsernames,()[Ljava/lang/String;
bot/a,(Lym;IF)I,net/minecraft/client/renderer/entity/RenderSlime/func_77032_a,(Lnet/minecraft/entity/monster/EntitySlime;IF)I,net/minecraft/client/renderer/entity/RenderSlime/shouldRenderPass,(Lnet/minecraft/entity/monster/EntitySlime;IF)I
akn/b,(Lahl;III)Z,net/minecraft/block/BlockDoor/func_149655_b,(Lnet/minecraft/world/IBlockAccess;III)Z,net/minecraft/block/BlockDoor/getBlocksMovement,(Lnet/minecraft/world/IBlockAccess;III)Z
bad/e,()Ldq;,net/minecraft/scoreboard/ScoreboardSaveData/func_96503_e,()Lnet/minecraft/nbt/NBTTagList;,net/minecraft/scoreboard/ScoreboardSaveData/func_96503_e,()Lnet/minecraft/nbt/NBTTagList;
wr/aD,()V,net/minecraft/entity/monster/EntitySnowman/func_110147_ax,()V,net/minecraft/entity/monster/EntitySnowman/applyEntityAttributes,()V
bcd/c,(IIII)V,net/minecraft/client/gui/GuiTextField/func_146188_c,(IIII)V,net/minecraft/client/gui/GuiTextField/drawCursorVertical,(IIII)V
tl/a,(Ltn;)V,net/minecraft/entity/ai/attributes/BaseAttributeMap/func_111149_a,(Lnet/minecraft/entity/ai/attributes/ModifiableAttributeInstance;)V,net/minecraft/entity/ai/attributes/BaseAttributeMap/addAttributeInstance,(Lnet/minecraft/entity/ai/attributes/ModifiableAttributeInstance;)V
su/b,(Lsa;)V,net/minecraft/entity/EntityLeashKnot/func_110128_b,(Lnet/minecraft/entity/Entity;)V,net/minecraft/entity/EntityLeashKnot/onBroken,(Lnet/minecraft/entity/Entity;)V
aof/d,(Lahb;III)Ladb;,net/minecraft/block/BlockTripWire/func_149694_d,(Lnet/minecraft/world/World;III)Lnet/minecraft/item/Item;,net/minecraft/block/BlockTripWire/getItem,(Lnet/minecraft/world/World;III)Lnet/minecraft/item/Item;
avg/call,()Ljava/lang/Object;,net/minecraft/world/gen/structure/MapGenStructure$2/call,()Ljava/lang/Object;,net/minecraft/world/gen/structure/MapGenStructure$2/call,()Ljava/lang/Object;
zs/a,(IIZLyz;)V,net/minecraft/inventory/Container/func_75133_b,(IIZLnet/minecraft/entity/player/EntityPlayer;)V,net/minecraft/inventory/Container/retrySlotClick,(IIZLnet/minecraft/entity/player/EntityPlayer;)V
wg/ac,()V,net/minecraft/entity/passive/EntityChicken/func_70043_V,()V,net/minecraft/entity/passive/EntityChicken/updateRiderPosition,()V
rp/j,()Lsa;,net/minecraft/util/EntityDamageSource/func_76346_g,()Lnet/minecraft/entity/Entity;,net/minecraft/util/EntityDamageSource/getEntity,()Lnet/minecraft/entity/Entity;
akh/a,(ILjava/util/Random;I)Ladb;,net/minecraft/block/BlockDeadBush/func_149650_a,(ILjava/util/Random;I)Lnet/minecraft/item/Item;,net/minecraft/block/BlockDeadBush/getItemDropped,(ILjava/util/Random;I)Lnet/minecraft/item/Item;
ahb/b,(IIILaji;I)V,net/minecraft/world/World/func_147441_b,(IIILnet/minecraft/block/Block;I)V,net/minecraft/world/World/notifyBlocksOfNeighborChange,(IIILnet/minecraft/block/Block;I)V
adb/a,(Ladd;Lsv;Lsv;)Z,net/minecraft/item/Item/func_77644_a,(Lnet/minecraft/item/ItemStack;Lnet/minecraft/entity/EntityLivingBase;Lnet/minecraft/entity/EntityLivingBase;)Z,net/minecraft/item/Item/hitEntity,(Lnet/minecraft/item/ItemStack;Lnet/minecraft/entity/EntityLivingBase;Lnet/minecraft/entity/EntityLivingBase;)Z
et/release,(I)Z,net/minecraft/network/PacketBuffer/release,(I)Z,net/minecraft/network/PacketBuffer/release,(I)Z
bbo/a,(I)V,net/minecraft/client/LoadingScreenRenderer/func_73718_a,(I)V,net/minecraft/client/LoadingScreenRenderer/setLoadingProgress,(I)V
ox/b,(Ljava/net/DatagramPacket;)[B,net/minecraft/network/rcon/RConThreadQuery/func_72624_b,(Ljava/net/DatagramPacket;)[B,net/minecraft/network/rcon/RConThreadQuery/createQueryResponse,(Ljava/net/DatagramPacket;)[B
sv/c,(Lsv;)Z,net/minecraft/entity/EntityLivingBase/func_142014_c,(Lnet/minecraft/entity/EntityLivingBase;)Z,net/minecraft/entity/EntityLivingBase/isOnSameTeam,(Lnet/minecraft/entity/EntityLivingBase;)Z
aqx/a,(Lahb;IIII[Laji;)V,net/minecraft/world/gen/MapGenBase/func_151538_a,(Lnet/minecraft/world/World;IIII[Lnet/minecraft/block/Block;)V,net/minecraft/world/gen/MapGenBase/func_151538_a,(Lnet/minecraft/world/World;IIII[Lnet/minecraft/block/Block;)V
ahb/a,(IIILaji;I)V,net/minecraft/world/World/func_147464_a,(IIILnet/minecraft/block/Block;I)V,net/minecraft/world/World/scheduleBlockUpdate,(IIILnet/minecraft/block/Block;I)V
akn/e,(Lahl;III)I,net/minecraft/block/BlockDoor/func_150013_e,(Lnet/minecraft/world/IBlockAccess;III)I,net/minecraft/block/BlockDoor/func_150013_e,(Lnet/minecraft/world/IBlockAccess;III)I
bko/call,()Ljava/lang/Object;,net/minecraft/client/particle/EffectRenderer$1/call,()Ljava/lang/Object;,net/minecraft/client/particle/EffectRenderer$1/call,()Ljava/lang/Object;
aut/a,(Ljava/util/List;Ljava/util/Random;IIIII)Laut;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Prison/func_75016_a,(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Prison;,net/minecraft/world/gen/structure/StructureStrongholdPieces$Prison/findValidPlacement,(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/world/gen/structure/StructureStrongholdPieces$Prison;
te/a,(Let;Ltf;)V,net/minecraft/entity/DataWatcher/func_151510_a,(Lnet/minecraft/network/PacketBuffer;Lnet/minecraft/entity/DataWatcher$WatchableObject;)V,net/minecraft/entity/DataWatcher/writeWatchableObjectToPacketBuffer,(Lnet/minecraft/network/PacketBuffer;Lnet/minecraft/entity/DataWatcher$WatchableObject;)V
adl/a,(I)I,net/minecraft/item/ItemMultiTexture/func_77647_b,(I)I,net/minecraft/item/ItemMultiTexture/getMetadata,(I)I
sz/valueOf,(Ljava/lang/String;)Lsz;,net/minecraft/entity/EnumCreatureAttribute/valueOf,(Ljava/lang/String;)Lnet/minecraft/entity/EnumCreatureAttribute;,net/minecraft/entity/EnumCreatureAttribute/valueOf,(Ljava/lang/String;)Lnet/minecraft/entity/EnumCreatureAttribute;
blk/a,(Lrb;)V,net/minecraft/client/entity/EntityPlayerSP/func_71007_a,(Lnet/minecraft/inventory/IInventory;)V,net/minecraft/client/entity/EntityPlayerSP/displayGUIChest,(Lnet/minecraft/inventory/IInventory;)V
eb/c,(Ljava/lang/String;Z)Ljava/lang/String;,net/minecraft/nbt/JsonToNBT/func_150311_c,(Ljava/lang/String;Z)Ljava/lang/String;,net/minecraft/nbt/JsonToNBT/func_150311_c,(Ljava/lang/String;Z)Ljava/lang/String;
ahb/f,(IIILaji;)V,net/minecraft/world/World/func_147453_f,(IIILnet/minecraft/block/Block;)V,net/minecraft/world/World/func_147453_f,(IIILnet/minecraft/block/Block;)V
blk/f_,()Lr;,net/minecraft/client/entity/EntityPlayerSP/func_82114_b,()Lnet/minecraft/util/ChunkCoordinates;,net/minecraft/client/entity/EntityPlayerSP/getPlayerCoordinates,()Lnet/minecraft/util/ChunkCoordinates;
ri/d,(Lri;)I,net/minecraft/profiler/PlayerUsageSnooper/access$300,(Lnet/minecraft/profiler/PlayerUsageSnooper;)I,net/minecraft/profiler/PlayerUsageSnooper/access$300,(Lnet/minecraft/profiler/PlayerUsageSnooper;)I
bel/compare,(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1/compare,(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1/compare,(Ljava/lang/Object;Ljava/lang/Object;)I
y/a,(Lx;)V,net/minecraft/command/CommandBase/func_71529_a,(Lnet/minecraft/command/IAdminCommand;)V,net/minecraft/command/CommandBase/setAdminCommander,(Lnet/minecraft/command/IAdminCommand;)V
oi/a,(Lmw;IZ)Lmw;,net/minecraft/server/management/ServerConfigurationManager/func_72368_a,(Lnet/minecraft/entity/player/EntityPlayerMP;IZ)Lnet/minecraft/entity/player/EntityPlayerMP;,net/minecraft/server/management/ServerConfigurationManager/respawnPlayer,(Lnet/minecraft/entity/player/EntityPlayerMP;IZ)Lnet/minecraft/entity/player/EntityPlayerMP;
