notch,srg,mcp
xx,net/minecraft/entity/monster/EntityBlaze,net/minecraft/entity/monster/EntityBlaze
xy,net/minecraft/entity/monster/EntityCaveSpider,net/minecraft/entity/monster/EntityCaveSpider
xz,net/minecraft/entity/monster/EntityCreeper,net/minecraft/entity/monster/EntityCreeper
ya,net/minecraft/entity/monster/EntityEnderman,net/minecraft/entity/monster/EntityEnderman
yb,net/minecraft/entity/monster/IMob,net/minecraft/entity/monster/IMob
yc,net/minecraft/entity/monster/IMob$1,net/minecraft/entity/monster/IMob$1
yd,net/minecraft/entity/monster/EntityGhast,net/minecraft/entity/monster/EntityGhast
ye,net/minecraft/entity/monster/EntityGiantZombie,net/minecraft/entity/monster/EntityGiantZombie
yf,net/minecraft/entity/monster/EntityMagmaCube,net/minecraft/entity/monster/EntityMagmaCube
yg,net/minecraft/entity/monster/EntityMob,net/minecraft/entity/monster/EntityMob
yh,net/minecraft/entity/monster/EntityPigZombie,net/minecraft/entity/monster/EntityPigZombie
yi,net/minecraft/entity/IRangedAttackMob,net/minecraft/entity/IRangedAttackMob
yj,net/minecraft/entity/SharedMonsterAttributes,net/minecraft/entity/SharedMonsterAttributes
yk,net/minecraft/entity/monster/EntitySilverfish,net/minecraft/entity/monster/EntitySilverfish
yl,net/minecraft/entity/monster/EntitySkeleton,net/minecraft/entity/monster/EntitySkeleton
ym,net/minecraft/entity/monster/EntitySlime,net/minecraft/entity/monster/EntitySlime
yn,net/minecraft/entity/monster/EntitySpider,net/minecraft/entity/monster/EntitySpider
yo,net/minecraft/entity/monster/EntitySpider$GroupData,net/minecraft/entity/monster/EntitySpider$GroupData
yp,net/minecraft/entity/monster/EntityWitch,net/minecraft/entity/monster/EntityWitch
yq,net/minecraft/entity/monster/EntityZombie,net/minecraft/entity/monster/EntityZombie
yr,net/minecraft/entity/monster/EntityZombie$1,net/minecraft/entity/monster/EntityZombie$1
ys,net/minecraft/entity/monster/EntityZombie$GroupData,net/minecraft/entity/monster/EntityZombie$GroupData
yt,net/minecraft/entity/NpcMerchant,net/minecraft/entity/NpcMerchant
yu,net/minecraft/entity/INpc,net/minecraft/entity/INpc
yv,net/minecraft/entity/passive/EntityVillager,net/minecraft/entity/passive/EntityVillager
yw,net/minecraft/entity/player/PlayerCapabilities,net/minecraft/entity/player/PlayerCapabilities
yx,net/minecraft/entity/player/InventoryPlayer,net/minecraft/entity/player/InventoryPlayer
yy,net/minecraft/entity/player/InventoryPlayer$1,net/minecraft/entity/player/InventoryPlayer$1
yz,net/minecraft/entity/player/EntityPlayer,net/minecraft/entity/player/EntityPlayer
za,net/minecraft/entity/player/EntityPlayer$EnumStatus,net/minecraft/entity/player/EntityPlayer$EnumStatus
zb,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility,net/minecraft/entity/player/EntityPlayer$EnumChatVisibility
zc,net/minecraft/entity/projectile/EntityArrow,net/minecraft/entity/projectile/EntityArrow
zd,net/minecraft/entity/item/EntityEnderEye,net/minecraft/entity/item/EntityEnderEye
ze,net/minecraft/entity/projectile/EntityFireball,net/minecraft/entity/projectile/EntityFireball
zf,net/minecraft/entity/item/EntityFireworkRocket,net/minecraft/entity/item/EntityFireworkRocket
zg,net/minecraft/entity/projectile/EntityLargeFireball,net/minecraft/entity/projectile/EntityLargeFireball
zh,net/minecraft/entity/IProjectile,net/minecraft/entity/IProjectile
zi,net/minecraft/entity/projectile/EntitySmallFireball,net/minecraft/entity/projectile/EntitySmallFireball
zj,net/minecraft/entity/projectile/EntitySnowball,net/minecraft/entity/projectile/EntitySnowball
zk,net/minecraft/entity/projectile/EntityThrowable,net/minecraft/entity/projectile/EntityThrowable
zl,net/minecraft/entity/projectile/EntityEgg,net/minecraft/entity/projectile/EntityEgg
zm,net/minecraft/entity/item/EntityEnderPearl,net/minecraft/entity/item/EntityEnderPearl
zn,net/minecraft/entity/item/EntityExpBottle,net/minecraft/entity/item/EntityExpBottle
zo,net/minecraft/entity/projectile/EntityPotion,net/minecraft/entity/projectile/EntityPotion
zp,net/minecraft/entity/projectile/EntityWitherSkull,net/minecraft/entity/projectile/EntityWitherSkull
zr,net/minecraft/util/FoodStats,net/minecraft/util/FoodStats
zs,net/minecraft/inventory/Container,net/minecraft/inventory/Container
zt,net/minecraft/inventory/AnimalChest,net/minecraft/inventory/AnimalChest
zu,net/minecraft/inventory/ContainerRepair,net/minecraft/inventory/ContainerRepair
zv,net/minecraft/inventory/ContainerRepair$1,net/minecraft/inventory/ContainerRepair$1
zw,net/minecraft/inventory/ContainerRepair$2,net/minecraft/inventory/ContainerRepair$2
zx,net/minecraft/inventory/ContainerBeacon,net/minecraft/inventory/ContainerBeacon
zy,net/minecraft/inventory/ContainerBeacon$BeaconSlot,net/minecraft/inventory/ContainerBeacon$BeaconSlot
zz,net/minecraft/inventory/ContainerBrewingStand,net/minecraft/inventory/ContainerBrewingStand
net/minecraft/realms/RealmsAnvilLevelStorageSource,net/minecraft/realms/RealmsAnvilLevelStorageSource,net/minecraft/realms/RealmsAnvilLevelStorageSource
